entry,at,order
"Uncalled bet of 1.25 returned to ""blessed @ qCJm12-9Fn""",2026-03-20T04:00:49.897Z,177397924989700
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:00:49.013Z,177397924901300
"""blessed @ qCJm12-9Fn"" bets 1.25",2026-03-20T04:00:47.490Z,177397924749000
"Turn: A♣, 2♥, 9♦ [A♦]",2026-03-20T04:00:42.860Z,177397924286000
"""drak @ 5Zglli3yOZ"" calls 0.50",2026-03-20T04:00:42.034Z,177397924203400
"""blessed @ qCJm12-9Fn"" bets 0.50",2026-03-20T04:00:40.608Z,177397924060800
"Flop:  [A♣, 2♥, 9♦]",2026-03-20T04:00:38.140Z,177397923814000
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T04:00:37.297Z,177397923729700
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:00:36.407Z,177397923640700
"""stacker @ cPdQESZJMN"" folds",2026-03-20T04:00:23.819Z,177397922381900
"""drak @ 5Zglli3yOZ"" calls 0.50",2026-03-20T04:00:22.928Z,177397922292800
"""YL @ y5CNIFby67"" folds",2026-03-20T04:00:20.952Z,177397922095200
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:00:16.910Z,177397921691000
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:00:15.923Z,177397921592300
"""blessed @ qCJm12-9Fn"" posts a big blind of 0.50",2026-03-20T03:59:54.565Z,177397919456510
"""Triangle5 @ zn7jYkqxSJ"" posts a small blind of 0.25",2026-03-20T03:59:54.565Z,177397919456509
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (45.23) | #2 ""Daveo da rula @ hL2HOafVVY"" (327.54) | #3 ""Eating @ 3GZqeC-ZoC"" (74.24) | #5 ""YL @ y5CNIFby67"" (91.19) | #6 ""drak @ 5Zglli3yOZ"" (234.41) | #8 ""stacker @ cPdQESZJMN"" (211.38) | #9 ""Triangle5 @ zn7jYkqxSJ"" (79.87)",2026-03-20T03:59:54.565Z,177397919456501
"-- starting hand #154 (id: mfibedwb35uf)  No Limit Texas Hold'em (dealer: ""stacker @ cPdQESZJMN"") --",2026-03-20T03:59:54.565Z,177397919456500
"-- ending hand #153 --",2026-03-20T03:59:51.632Z,177397919163202
"""blessed @ qCJm12-9Fn"" collected 1.25 from pot",2026-03-20T03:59:51.632Z,177397919163201
"Uncalled bet of 1.00 returned to ""blessed @ qCJm12-9Fn""",2026-03-20T03:59:51.632Z,177397919163200
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T03:59:50.802Z,177397919080200
"""stacker @ cPdQESZJMN"" folds",2026-03-20T03:59:44.947Z,177397918494700
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T03:59:41.489Z,177397918148900
"""YL @ y5CNIFby67"" folds",2026-03-20T03:59:39.988Z,177397917998800
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T03:59:38.824Z,177397917882400
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T03:59:33.909Z,177397917390900
"""blessed @ qCJm12-9Fn"" raises to 1.50",2026-03-20T03:59:31.628Z,177397917162800
"""Triangle5 @ zn7jYkqxSJ"" posts a big blind of 0.50",2026-03-20T03:59:26.537Z,177397916653710
"""stacker @ cPdQESZJMN"" posts a small blind of 0.25",2026-03-20T03:59:26.537Z,177397916653709
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (44.48) | #2 ""Daveo da rula @ hL2HOafVVY"" (327.54) | #3 ""Eating @ 3GZqeC-ZoC"" (74.24) | #5 ""YL @ y5CNIFby67"" (91.19) | #6 ""drak @ 5Zglli3yOZ"" (234.41) | #8 ""stacker @ cPdQESZJMN"" (211.63) | #9 ""Triangle5 @ zn7jYkqxSJ"" (80.37)",2026-03-20T03:59:26.537Z,177397916653701
"-- starting hand #153 (id: rrudpeedtlam)  No Limit Texas Hold'em (dealer: ""drak @ 5Zglli3yOZ"") --",2026-03-20T03:59:26.537Z,177397916653700
"-- ending hand #152 --",2026-03-20T03:59:23.531Z,177397916353102
"""drak @ 5Zglli3yOZ"" collected 70.97 from pot with Two Pair, 5's & 3's (combination: A♥, 3♥, 3♣, 5♥, 5♣)",2026-03-20T03:59:23.531Z,177397916353101
"""drak @ 5Zglli3yOZ"" shows a 3♥, 5♥.",2026-03-20T03:59:23.531Z,177397916353100
"""YL @ y5CNIFby67"" checks",2026-03-20T03:59:22.721Z,177397916272100
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T03:59:21.411Z,177397916141100
"River: 5♣, A♥, 3♣, 9♦ [4♦]",2026-03-20T03:59:18.776Z,177397915877600
"""drak @ 5Zglli3yOZ"" calls 25.00",2026-03-20T03:59:17.955Z,177397915795500
"""YL @ y5CNIFby67"" raises to 25.00",2026-03-20T03:59:15.500Z,177397915550000
"""drak @ 5Zglli3yOZ"" bets 10.48",2026-03-20T03:58:59.195Z,177397913919500
"Turn: 5♣, A♥, 3♣ [9♦]",2026-03-20T03:58:54.250Z,177397913425000
"""YL @ y5CNIFby67"" calls 7.86",2026-03-20T03:58:53.416Z,177397913341600
"""stacker @ cPdQESZJMN"" folds",2026-03-20T03:58:45.703Z,177397912570300
"""drak @ 5Zglli3yOZ"" raises to 7.86",2026-03-20T03:58:44.822Z,177397912482200
"""YL @ y5CNIFby67"" bets 2.62",2026-03-20T03:58:34.898Z,177397911489800
"""stacker @ cPdQESZJMN"" checks",2026-03-20T03:58:31.170Z,177397911117000
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T03:58:30.289Z,177397911028900
"Flop:  [5♣, A♥, 3♣]",2026-03-20T03:58:26.759Z,177397910675900
"""stacker @ cPdQESZJMN"" calls 1.75",2026-03-20T03:58:25.914Z,177397910591400
"""drak @ 5Zglli3yOZ"" calls 1.75",2026-03-20T03:58:22.989Z,177397910298900
"""YL @ y5CNIFby67"" raises to 1.75",2026-03-20T03:58:21.678Z,177397910167800
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T03:58:18.827Z,177397909882700
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T03:58:17.926Z,177397909792600
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T03:58:16.096Z,177397909609600
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T03:58:14.230Z,177397909423000
"""stacker @ cPdQESZJMN"" posts a big blind of 0.50",2026-03-20T03:58:13.354Z,177397909335410
"""drak @ 5Zglli3yOZ"" posts a small blind of 0.25",2026-03-20T03:58:13.354Z,177397909335409
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (44.48) | #2 ""Daveo da rula @ hL2HOafVVY"" (327.54) | #3 ""Eating @ 3GZqeC-ZoC"" (74.24) | #5 ""YL @ y5CNIFby67"" (125.80) | #6 ""drak @ 5Zglli3yOZ"" (198.05) | #8 ""stacker @ cPdQESZJMN"" (213.38) | #9 ""Triangle5 @ zn7jYkqxSJ"" (80.37)",2026-03-20T03:58:13.354Z,177397909335401
"-- starting hand #152 (id: 4tw6o0xoj0zk)  No Limit Texas Hold'em (dealer: ""YL @ y5CNIFby67"") --",2026-03-20T03:58:13.354Z,177397909335400
"-- ending hand #151 --",2026-03-20T03:58:10.437Z,177397909043702
"""drak @ 5Zglli3yOZ"" collected 26.25 from pot",2026-03-20T03:58:10.437Z,177397909043701
"Uncalled bet of 13.12 returned to ""drak @ 5Zglli3yOZ""",2026-03-20T03:58:10.437Z,177397909043700
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T03:58:09.633Z,177397908963300
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T03:58:08.536Z,177397908853600
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T03:58:07.261Z,177397908726100
"""stacker @ cPdQESZJMN"" folds",2026-03-20T03:58:06.341Z,177397908634100
"""drak @ 5Zglli3yOZ"" bets 13.12",2026-03-20T03:58:04.152Z,177397908415200
"Turn: 8♣, 9♠, 5♣ [J♣]",2026-03-20T03:57:56.675Z,177397907667500
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T03:57:55.840Z,177397907584000
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T03:57:53.831Z,177397907383100
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T03:57:52.821Z,177397907282100
"""stacker @ cPdQESZJMN"" checks",2026-03-20T03:57:51.812Z,177397907181200
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T03:57:49.615Z,177397906961500
"Flop:  [8♣, 9♠, 5♣]",2026-03-20T03:57:47.143Z,177397906714300
"""Daveo da rula @ hL2HOafVVY"" calls 5.00",2026-03-20T03:57:46.316Z,177397906631600
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T03:57:44.474Z,177397906447400
"""Triangle5 @ zn7jYkqxSJ"" calls 5.00",2026-03-20T03:57:43.605Z,177397906360500
"""stacker @ cPdQESZJMN"" calls 5.00",2026-03-20T03:57:42.220Z,177397906222000
"""drak @ 5Zglli3yOZ"" calls 5.00",2026-03-20T03:57:36.391Z,177397905639100
"""YL @ y5CNIFby67"" folds",2026-03-20T03:57:34.857Z,177397905485700
"""Eating @ 3GZqeC-ZoC"" raises to 5.00",2026-03-20T03:57:31.377Z,177397905137700
"""Daveo da rula @ hL2HOafVVY"" calls 1.00",2026-03-20T03:57:21.770Z,177397904177000
"""blessed @ qCJm12-9Fn"" calls 1.00",2026-03-20T03:57:20.453Z,177397904045300
"""Triangle5 @ zn7jYkqxSJ"" calls 1.00",2026-03-20T03:57:19.260Z,177397903926000
"""stacker @ cPdQESZJMN"" raises to 1.00",2026-03-20T03:57:17.551Z,177397903755100
"""drak @ 5Zglli3yOZ"" posts a big blind of 0.50",2026-03-20T03:57:15.433Z,177397903543311
"""YL @ y5CNIFby67"" posts a small blind of 0.25",2026-03-20T03:57:15.433Z,177397903543310
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (45.48) | #2 ""Daveo da rula @ hL2HOafVVY"" (332.54) | #3 ""Eating @ 3GZqeC-ZoC"" (79.24) | #5 ""YL @ y5CNIFby67"" (126.05) | #6 ""drak @ 5Zglli3yOZ"" (176.80) | #8 ""stacker @ cPdQESZJMN"" (218.38) | #9 ""Triangle5 @ zn7jYkqxSJ"" (85.37)",2026-03-20T03:57:15.433Z,177397903543302
"-- starting hand #151 (id: hu3yirn1szz5)  No Limit Texas Hold'em (dealer: ""Eating @ 3GZqeC-ZoC"") --",2026-03-20T03:57:15.433Z,177397903543301
"The player ""eyz @ PFiA37ihL9"" quits the game with a stack of 161.27.",2026-03-20T03:57:15.433Z,177397903543300
"-- ending hand #150 --",2026-03-20T03:57:12.400Z,177397903240002
"""YL @ y5CNIFby67"" collected 37.49 from pot with Flush, 10 High (combination: 2♠, 4♠, 7♠, 8♠, 10♠)",2026-03-20T03:57:12.400Z,177397903240001
"""YL @ y5CNIFby67"" shows a 8♠, 4♠.",2026-03-20T03:57:12.400Z,177397903240000
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T03:57:11.543Z,177397903154300
"""YL @ y5CNIFby67"" checks",2026-03-20T03:57:10.144Z,177397903014400
"River: K♦, 7♠, 2♠, 10♠ [3♦]",2026-03-20T03:57:08.833Z,177397902883300
"""YL @ y5CNIFby67"" calls 9.37",2026-03-20T03:57:07.991Z,177397902799100
"""Daveo da rula @ hL2HOafVVY"" bets 9.37",2026-03-20T03:57:03.037Z,177397902303700
"""YL @ y5CNIFby67"" checks",2026-03-20T03:56:54.500Z,177397901450000
"Turn: K♦, 7♠, 2♠ [10♠]",2026-03-20T03:56:52.615Z,177397901261500
"""YL @ y5CNIFby67"" calls 5.75",2026-03-20T03:56:51.797Z,177397901179700
"""Daveo da rula @ hL2HOafVVY"" bets 5.75",2026-03-20T03:56:46.888Z,177397900688800
"""YL @ y5CNIFby67"" checks",2026-03-20T03:56:38.649Z,177397899864900
"Flop:  [K♦, 7♠, 2♠]",2026-03-20T03:56:37.237Z,177397899723700
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T03:56:36.435Z,177397899643500
"""YL @ y5CNIFby67"" calls 3.25",2026-03-20T03:56:34.841Z,177397899484100
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T03:56:30.695Z,177397899069500
"""Daveo da rula @ hL2HOafVVY"" raises to 3.25",2026-03-20T03:56:29.771Z,177397898977100
"""blessed @ qCJm12-9Fn"" calls 0.50",2026-03-20T03:56:25.947Z,177397898594700
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T03:56:22.700Z,177397898270000
"""stacker @ cPdQESZJMN"" folds",2026-03-20T03:56:21.666Z,177397898166600
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T03:56:20.763Z,177397898076300
"""YL @ y5CNIFby67"" posts a big blind of 0.50",2026-03-20T03:56:01.400Z,177397896140011
"""Eating @ 3GZqeC-ZoC"" posts a small blind of 0.25",2026-03-20T03:56:01.400Z,177397896140010
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (45.98) | #2 ""Daveo da rula @ hL2HOafVVY"" (350.91) | #3 ""Eating @ 3GZqeC-ZoC"" (79.49) | #5 ""YL @ y5CNIFby67"" (106.93) | #6 ""drak @ 5Zglli3yOZ"" (176.80) | #8 ""stacker @ cPdQESZJMN"" (218.38) | #9 ""Triangle5 @ zn7jYkqxSJ"" (85.37)",2026-03-20T03:56:01.400Z,177397896140002
"-- starting hand #150 (id: 7fnrhmq3thes)  No Limit Texas Hold'em (dealer: ""Daveo da rula @ hL2HOafVVY"") --",2026-03-20T03:56:01.400Z,177397896140001
"The player ""eyz @ PFiA37ihL9"" stand up with the stack of 161.27.",2026-03-20T03:56:01.400Z,177397896140000
"-- ending hand #149 --",2026-03-20T03:55:58.313Z,177397895831303
"""blessed @ qCJm12-9Fn"" collected 3.75 from pot with Three of a Kind, Q's (combination: J♣, K♦, Q♣, Q♦, Q♥)",2026-03-20T03:55:58.313Z,177397895831302
"""blessed @ qCJm12-9Fn"" shows a J♣, K♦.",2026-03-20T03:55:58.313Z,177397895831301
"""Eating @ 3GZqeC-ZoC"" shows a 6♥, 5♦.",2026-03-20T03:55:58.313Z,177397895831300
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T03:55:57.507Z,177397895750700
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T03:55:56.623Z,177397895662300
"River: 7♦, Q♣, 8♦, Q♦ [Q♥]",2026-03-20T03:55:54.347Z,177397895434700
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T03:55:53.516Z,177397895351600
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T03:55:52.655Z,177397895265500
"Turn: 7♦, Q♣, 8♦ [Q♦]",2026-03-20T03:55:49.335Z,177397894933500
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T03:55:48.507Z,177397894850700
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T03:55:47.623Z,177397894762300
"Flop:  [7♦, Q♣, 8♦]",2026-03-20T03:55:45.881Z,177397894588100
"""Eating @ 3GZqeC-ZoC"" calls 1.75",2026-03-20T03:55:45.064Z,177397894506400
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T03:55:43.271Z,177397894327100
"""blessed @ qCJm12-9Fn"" raises to 1.75",2026-03-20T03:55:42.116Z,177397894211600
"""eyz @ PFiA37ihL9"" folds",2026-03-20T03:55:39.697Z,177397893969700
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T03:55:38.876Z,177397893887600
"""stacker @ cPdQESZJMN"" folds",2026-03-20T03:55:32.479Z,177397893247900
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T03:55:31.535Z,177397893153500
"""YL @ y5CNIFby67"" folds",2026-03-20T03:55:29.459Z,177397892945900
"""Eating @ 3GZqeC-ZoC"" posts a big blind of 0.50",2026-03-20T03:55:27.849Z,177397892784912
"""Daveo da rula @ hL2HOafVVY"" posts a small blind of 0.25",2026-03-20T03:55:27.849Z,177397892784911
"Your hand is 9♣, 6♦",2026-03-20T03:55:27.849Z,177397892784910
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (43.98) | #2 ""Daveo da rula @ hL2HOafVVY"" (351.16) | #3 ""Eating @ 3GZqeC-ZoC"" (81.24) | #5 ""YL @ y5CNIFby67"" (106.93) | #6 ""drak @ 5Zglli3yOZ"" (176.80) | #8 ""stacker @ cPdQESZJMN"" (218.38) | #9 ""Triangle5 @ zn7jYkqxSJ"" (85.37) | #10 ""eyz @ PFiA37ihL9"" (161.27)",2026-03-20T03:55:27.849Z,177397892784902
"-- starting hand #149 (id: vn3hqvnndxo2)  No Limit Texas Hold'em (dealer: ""blessed @ qCJm12-9Fn"") --",2026-03-20T03:55:27.849Z,177397892784901
"Game Config Changes
* Restart Blind Schedule at Level: none » 1",2026-03-20T03:55:27.849Z,177397892784900
"-- ending hand #148 --",2026-03-20T03:55:24.841Z,177397892484103
"""Daveo da rula @ hL2HOafVVY"" collected 7.75 from pot with Pair, Q's (combination: 7♠, 9♦, K♦, Q♣, Q♦)",2026-03-20T03:55:24.841Z,177397892484102
"""Daveo da rula @ hL2HOafVVY"" shows a 7♠, Q♣.",2026-03-20T03:55:24.841Z,177397892484101
"""drak @ 5Zglli3yOZ"" shows a 9♠, 5♠.",2026-03-20T03:55:24.841Z,177397892484100
"""Daveo da rula @ hL2HOafVVY"" calls 3.25",2026-03-20T03:55:24.025Z,177397892402500
"""drak @ 5Zglli3yOZ"" bets 3.25",2026-03-20T03:55:22.675Z,177397892267500
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T03:55:15.826Z,177397891582600
"River: 2♥, 9♦, K♦, 4♠ [Q♦]",2026-03-20T03:55:14.607Z,177397891460700
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T03:55:13.703Z,177397891370300
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T03:55:10.089Z,177397891008900
"Turn: 2♥, 9♦, K♦ [4♠]",2026-03-20T03:55:08.802Z,177397890880200
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T03:55:07.881Z,177397890788100
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T03:55:04.918Z,177397890491800
"Flop:  [2♥, 9♦, K♦]",2026-03-20T03:55:03.798Z,177397890379800
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T03:55:02.989Z,177397890298900
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T03:54:51.609Z,177397889160900
"""eyz @ PFiA37ihL9"" folds",2026-03-20T03:54:50.700Z,177397889070000
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T03:54:49.726Z,177397888972600
"""stacker @ cPdQESZJMN"" folds",2026-03-20T03:54:48.816Z,177397888881600
"""drak @ 5Zglli3yOZ"" calls 0.50",2026-03-20T03:54:47.938Z,177397888793800
"""YL @ y5CNIFby67"" folds",2026-03-20T03:54:42.229Z,177397888222900
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T03:54:38.876Z,177397887887600
"""Daveo da rula @ hL2HOafVVY"" posts a big blind of 0.50",2026-03-20T03:54:37.754Z,177397887775411
"""blessed @ qCJm12-9Fn"" posts a small blind of 0.25",2026-03-20T03:54:37.754Z,177397887775410
"Your hand is 6♣, Q♥",2026-03-20T03:54:37.754Z,177397887775409
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (44.23) | #2 ""Daveo da rula @ hL2HOafVVY"" (347.16) | #3 ""Eating @ 3GZqeC-ZoC"" (81.24) | #5 ""YL @ y5CNIFby67"" (106.93) | #6 ""drak @ 5Zglli3yOZ"" (180.55) | #8 ""stacker @ cPdQESZJMN"" (218.38) | #9 ""Triangle5 @ zn7jYkqxSJ"" (85.37) | #10 ""eyz @ PFiA37ihL9"" (161.27)",2026-03-20T03:54:37.754Z,177397887775401
"-- starting hand #148 (id: xdphchfm45rb)  No Limit Texas Hold'em (dealer: ""eyz @ PFiA37ihL9"") --",2026-03-20T03:54:37.754Z,177397887775400
"-- ending hand #147 --",2026-03-20T03:54:34.710Z,177397887471002
"""drak @ 5Zglli3yOZ"" collected 46.21 from pot with Straight, J High (combination: 7♥, 8♣, 9♥, 10♦, J♣)",2026-03-20T03:54:34.710Z,177397887471001
"""drak @ 5Zglli3yOZ"" shows a 8♣, 10♦.",2026-03-20T03:54:34.710Z,177397887471000
"""blessed @ qCJm12-9Fn"" calls 13.86",2026-03-20T03:54:33.878Z,177397887387800
"""drak @ 5Zglli3yOZ"" bets 13.86",2026-03-20T03:54:29.517Z,177397886951700
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T03:54:25.026Z,177397886502600
"River: 4♠, 7♥, 4♦, 9♥ [J♣]",2026-03-20T03:54:23.033Z,177397886303300
"""stacker @ cPdQESZJMN"" folds",2026-03-20T03:54:22.215Z,177397886221500
"""drak @ 5Zglli3yOZ"" calls 4.62",2026-03-20T03:54:21.342Z,177397886134200
"""blessed @ qCJm12-9Fn"" bets 4.62",2026-03-20T03:53:58.672Z,177397883867200
"Turn: 4♠, 7♥, 4♦ [9♥]",2026-03-20T03:53:54.402Z,177397883440200
"""stacker @ cPdQESZJMN"" checks",2026-03-20T03:53:53.585Z,177397883358500
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T03:53:50.062Z,177397883006200
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T03:53:38.423Z,177397881842300
"Flop:  [4♠, 7♥, 4♦]",2026-03-20T03:53:36.323Z,177397881632300
"""stacker @ cPdQESZJMN"" calls 3.00",2026-03-20T03:53:35.512Z,177397881551200
"""drak @ 5Zglli3yOZ"" calls 3.00",2026-03-20T03:53:33.348Z,177397881334800
"The player ""aden @ ukS_JNj8Jp"" passed the room ownership to ""YL @ y5CNIFby67"".",2026-03-20T03:53:27.669Z,177397880766900
"""blessed @ qCJm12-9Fn"" raises to 3.00",2026-03-20T03:53:23.288Z,177397880328800
"""eyz @ PFiA37ihL9"" folds",2026-03-20T03:53:19.869Z,177397879986900
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T03:53:15.831Z,177397879583100
"""stacker @ cPdQESZJMN"" calls 0.50",2026-03-20T03:53:14.913Z,177397879491300
"""drak @ 5Zglli3yOZ"" calls 0.50",2026-03-20T03:53:12.601Z,177397879260100
"""YL @ y5CNIFby67"" folds",2026-03-20T03:53:07.771Z,177397878777100
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T03:53:05.070Z,177397878507000
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T03:53:04.183Z,177397878418300
"""blessed @ qCJm12-9Fn"" posts a big blind of 0.50",2026-03-20T03:53:01.470Z,177397878147012
"""eyz @ PFiA37ihL9"" posts a small blind of 0.25",2026-03-20T03:53:01.470Z,177397878147011
"Your hand is 5♠, A♣",2026-03-20T03:53:01.470Z,177397878147010
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (65.71) | #2 ""Daveo da rula @ hL2HOafVVY"" (347.16) | #3 ""Eating @ 3GZqeC-ZoC"" (81.24) | #5 ""YL @ y5CNIFby67"" (106.93) | #6 ""drak @ 5Zglli3yOZ"" (155.82) | #8 ""stacker @ cPdQESZJMN"" (221.38) | #9 ""Triangle5 @ zn7jYkqxSJ"" (85.37) | #10 ""eyz @ PFiA37ihL9"" (161.52)",2026-03-20T03:53:01.470Z,177397878147002
"-- starting hand #147 (id: rl4a0epttsvq)  No Limit Texas Hold'em (dealer: ""Triangle5 @ zn7jYkqxSJ"") --",2026-03-20T03:53:01.470Z,177397878147001
"The player ""Brogod @ E_b3ONoyca"" quits the game with a stack of 80.77.",2026-03-20T03:53:01.470Z,177397878147000
"-- ending hand #146 --",2026-03-20T03:52:58.464Z,177397877846402
"""YL @ y5CNIFby67"" collected 13.11 from pot",2026-03-20T03:52:58.464Z,177397877846401
"Uncalled bet of 9.83 returned to ""YL @ y5CNIFby67""",2026-03-20T03:52:58.464Z,177397877846400
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T03:52:57.568Z,177397877756800
"""YL @ y5CNIFby67"" raises to 13.76",2026-03-20T03:52:55.883Z,177397877588300
"""blessed @ qCJm12-9Fn"" bets 3.93",2026-03-20T03:52:47.449Z,177397876744900
"Flop:  [8♠, 10♥, 9♠]",2026-03-20T03:52:42.504Z,177397876250400
"""blessed @ qCJm12-9Fn"" calls 2.25",2026-03-20T03:52:41.700Z,177397876170000
"""eyz @ PFiA37ihL9"" folds",2026-03-20T03:52:40.750Z,177397876075000
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T03:52:39.872Z,177397875987200
"""stacker @ cPdQESZJMN"" folds",2026-03-20T03:52:33.503Z,177397875350300
"""Brogod @ E_b3ONoyca"" folds",2026-03-20T03:52:32.551Z,177397875255100
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T03:52:31.563Z,177397875156300
"""YL @ y5CNIFby67"" raises to 2.25",2026-03-20T03:52:29.414Z,177397874941400
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T03:52:26.985Z,177397874698500
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T03:52:26.060Z,177397874606000
"""blessed @ qCJm12-9Fn"" calls 0.50",2026-03-20T03:52:16.082Z,177397873608200
"""eyz @ PFiA37ihL9"" posts a big blind of 0.50",2026-03-20T03:52:14.258Z,177397873425813
"""Triangle5 @ zn7jYkqxSJ"" posts a small blind of 0.25",2026-03-20T03:52:14.258Z,177397873425812
"Your hand is 7♣, A♠",2026-03-20T03:52:14.258Z,177397873425811
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (71.89) | #2 ""Daveo da rula @ hL2HOafVVY"" (347.16) | #3 ""Eating @ 3GZqeC-ZoC"" (81.24) | #5 ""YL @ y5CNIFby67"" (100.00) | #6 ""drak @ 5Zglli3yOZ"" (155.82) | #7 ""Brogod @ E_b3ONoyca"" (80.77) | #8 ""stacker @ cPdQESZJMN"" (221.38) | #9 ""Triangle5 @ zn7jYkqxSJ"" (85.62) | #10 ""eyz @ PFiA37ihL9"" (162.02)",2026-03-20T03:52:14.258Z,177397873425802
"-- starting hand #146 (id: 7pduswfdvtuf)  No Limit Texas Hold'em (dealer: ""stacker @ cPdQESZJMN"") --",2026-03-20T03:52:14.258Z,177397873425801
"The player ""YL @ y5CNIFby67"" joined the game with a stack of 100.00.",2026-03-20T03:52:14.258Z,177397873425800
"-- ending hand #145 --",2026-03-20T03:52:11.238Z,177397873123803
"""Daveo da rula @ hL2HOafVVY"" collected 127.73 from pot with Pair, K's (combination: 6♣, 7♦, Q♦, K♦, K♥)",2026-03-20T03:52:11.238Z,177397873123802
"""Daveo da rula @ hL2HOafVVY"" shows a 3♦, K♦.",2026-03-20T03:52:11.238Z,177397873123801
"""Brogod @ E_b3ONoyca"" shows a Q♥, A♠.",2026-03-20T03:52:11.238Z,177397873123800
"""Daveo da rula @ hL2HOafVVY"" calls 25.00",2026-03-20T03:52:10.389Z,177397873038900
"""Brogod @ E_b3ONoyca"" bets 25.00",2026-03-20T03:52:08.908Z,177397872890800
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T03:52:00.717Z,177397872071700
"River: 6♣, Q♦, 7♦, K♥ [2♥]",2026-03-20T03:51:58.798Z,177397871879800
"""Daveo da rula @ hL2HOafVVY"" calls 20.43",2026-03-20T03:51:57.923Z,177397871792300
"""Brogod @ E_b3ONoyca"" bets 20.43",2026-03-20T03:51:54.356Z,177397871435600
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T03:51:49.639Z,177397870963900
"Turn: 6♣, Q♦, 7♦ [K♥]",2026-03-20T03:51:47.679Z,177397870767900
"""Daveo da rula @ hL2HOafVVY"" calls 11.06",2026-03-20T03:51:46.854Z,177397870685400
